id_text,provenience,assumed_prov,Random
P207631,Girsu (mod. Tello),,6
P207632,Girsu (mod. Tello),,10
P207633,Girsu (mod. Tello),,4
P207634,Girsu (mod. Tello),,5
P207635,Girsu (mod. Tello),,8
P207636,Girsu (mod. Tello),,1
P207637,Girsu (mod. Tello),,10
P207638,Girsu (mod. Tello),,6
P207639,Girsu (mod. Tello),,10
P207640,Girsu (mod. Tello),,10
P207641,Girsu (mod. Tello),,3
P207642,Girsu (mod. Tello),,8
P207643,Girsu (mod. Tello),,10
P207644,Girsu (mod. Tello),,5
P207645,Girsu (mod. Tello),,3
P207646,Girsu (mod. Tello),,8
P207647,Girsu (mod. Tello),,1
P207648,Girsu (mod. Tello),,9
P207649,Girsu (mod. Tello),,2
P207650,Girsu (mod. Tello),,1
P207651,Girsu (mod. Tello),,1
P207652,Girsu (mod. Tello),,6
P207653,Girsu (mod. Tello),,7
P207654,Girsu (mod. Tello),,5
P207655,Girsu (mod. Tello),,3
P207656,Girsu (mod. Tello),,8
P207657,Girsu (mod. Tello),,6
P207658,Girsu (mod. Tello),,4
P207659,Girsu (mod. Tello),,6
P207660,Girsu (mod. Tello),,5
P207661,Girsu (mod. Tello),,7
P207662,Girsu (mod. Tello),,5
P207663,Girsu (mod. Tello),,2
P207664,Girsu (mod. Tello),,8
P207665,Girsu (mod. Tello),,5
P207666,Girsu (mod. Tello),,7
P207667,Girsu (mod. Tello),,8
P207668,Girsu (mod. Tello),,5
P207669,Girsu (mod. Tello),,5
P207670,Girsu (mod. Tello),,3
P207671,Girsu (mod. Tello),,4
P207672,Girsu (mod. Tello),,10
P207673,Girsu (mod. Tello),,7
P207674,Girsu (mod. Tello),,3
P207675,Girsu (mod. Tello),,9
P207676,Girsu (mod. Tello),,5
P207677,Girsu (mod. Tello),,10
P207678,Girsu (mod. Tello),,3
P207679,Girsu (mod. Tello),,4
P207680,Girsu (mod. Tello),,2
P207681,Girsu (mod. Tello),,8
P207682,Girsu (mod. Tello),,10
P207683,Girsu (mod. Tello),,5
P207684,Girsu (mod. Tello),,5
P207685,Girsu (mod. Tello),,3
P207686,Girsu (mod. Tello),,2
P207687,Girsu (mod. Tello),,6
P207688,Girsu (mod. Tello),,2
P207689,Girsu (mod. Tello),,4
P207690,Girsu (mod. Tello),,7
P207691,Girsu (mod. Tello),,7
P207692,Girsu (mod. Tello),,8
P207693,Girsu (mod. Tello),,7
P207694,Girsu (mod. Tello),,4
P207695,Girsu (mod. Tello),,10
P207696,Girsu (mod. Tello),,3
P207697,Girsu (mod. Tello),,3
P207698,Girsu (mod. Tello),,8
P207699,Girsu (mod. Tello),,6
P207700,Girsu (mod. Tello),,10
P207701,Girsu (mod. Tello),,10
P207702,Girsu (mod. Tello),,6
P207703,Girsu (mod. Tello),,8
P207704,Girsu (mod. Tello),,1
P207705,Girsu (mod. Tello),,4
P207706,Girsu (mod. Tello),,4
P207707,Girsu (mod. Tello),,4
P207708,Girsu (mod. Tello),,6
P207709,Girsu (mod. Tello),,1
P207710,Girsu (mod. Tello),,1
P207711,Girsu (mod. Tello),,8
P207712,Girsu (mod. Tello),,5
P207713,Girsu (mod. Tello),,5
P207714,Girsu (mod. Tello),,1
P207715,Girsu (mod. Tello),,3
P207716,Girsu (mod. Tello),,8
P207717,Girsu (mod. Tello),,1
P207718,Girsu (mod. Tello),,1
P207719,Girsu (mod. Tello),,10
P207720,Girsu (mod. Tello),,1
P207721,Girsu (mod. Tello),,1
P207722,Girsu (mod. Tello),,9
P207723,Girsu (mod. Tello),,4
P207724,Girsu (mod. Tello),,7
P207725,Girsu (mod. Tello),,6
P207726,Girsu (mod. Tello),,8
P207727,Girsu (mod. Tello),,3
P207728,Girsu (mod. Tello),,6
P207729,Girsu (mod. Tello),,10
P207730,Girsu (mod. Tello),,7
P207731,Girsu (mod. Tello),,7
P207732,Girsu (mod. Tello),,7
P207733,Girsu (mod. Tello),,8
P207734,Girsu (mod. Tello),,2
P207735,Girsu (mod. Tello),,7
P207736,Girsu (mod. Tello),,2
P207737,Girsu (mod. Tello),,8
P207738,Girsu (mod. Tello),,9
P207739,Girsu (mod. Tello),,7
P207740,Girsu (mod. Tello),,1
P207741,Girsu (mod. Tello),,7
P207742,Girsu (mod. Tello),,4
P207743,Girsu (mod. Tello),,9
P207744,Girsu (mod. Tello),,6
P207745,Girsu (mod. Tello),,10
P207746,Girsu (mod. Tello),,3
P207747,Girsu (mod. Tello),,2
P207748,Girsu (mod. Tello),,4
P207749,Girsu (mod. Tello),,8
P207750,Girsu (mod. Tello),,4
P207751,Girsu (mod. Tello),,8
P207752,Girsu (mod. Tello),,3
P207753,Girsu (mod. Tello),,6
P207754,Girsu (mod. Tello),,8
P207755,Girsu (mod. Tello),,7
P207756,Girsu (mod. Tello),,9
P207757,Girsu (mod. Tello),,4
P207758,Girsu (mod. Tello),,9
P207759,Girsu (mod. Tello),,7
P207760,Girsu (mod. Tello),,3
P207761,Girsu (mod. Tello),,3
P207762,Girsu (mod. Tello),,2
P207763,Girsu (mod. Tello),,3
P207764,Girsu (mod. Tello),,2
P207765,Girsu (mod. Tello),,4
P207766,Girsu (mod. Tello),,8
P207767,Girsu (mod. Tello),,4
P207768,Girsu (mod. Tello),,4
P207769,Girsu (mod. Tello),,7
P207770,Girsu (mod. Tello),,9
P207771,Girsu (mod. Tello),,6
P207772,Girsu (mod. Tello),,5
P207773,Girsu (mod. Tello),,2
P207774,Girsu (mod. Tello),,8
P207775,Girsu (mod. Tello),,10
P207776,Girsu (mod. Tello),,10
P207777,Girsu (mod. Tello),,5
P207778,Girsu (mod. Tello),,6
P207779,Girsu (mod. Tello),,8
P207780,Girsu (mod. Tello),,4
P207781,Girsu (mod. Tello),,2
P207782,Girsu (mod. Tello),,10
P207783,Girsu (mod. Tello),,1
P207784,Girsu (mod. Tello),,2
P207785,Girsu (mod. Tello),,2
P207786,Girsu (mod. Tello),,10
P207787,Girsu (mod. Tello),,10
P207788,Girsu (mod. Tello),,9
P207789,Girsu (mod. Tello),,9
P207790,Girsu (mod. Tello),,8
P207791,Girsu (mod. Tello),,3
P207792,Girsu (mod. Tello),,1
P207793,Girsu (mod. Tello),,5
P207794,Girsu (mod. Tello),,7
P207795,Girsu (mod. Tello),,1
P207796,Girsu (mod. Tello),,1
P207797,Girsu (mod. Tello),,6
P207798,Girsu (mod. Tello),,5
P207799,Girsu (mod. Tello),,1
P207800,Girsu (mod. Tello),,6
P207801,Girsu (mod. Tello),,6
P207802,Girsu (mod. Tello),,7
P207803,Girsu (mod. Tello),,3
P207804,Girsu (mod. Tello),,4
P207805,Girsu (mod. Tello),,8
P207806,Girsu (mod. Tello),,1
P207807,Girsu (mod. Tello),,3
P207808,Girsu (mod. Tello),,6
P207809,Girsu (mod. Tello),,7
P207810,Girsu (mod. Tello),,8
P207811,Girsu (mod. Tello),,8
P207812,Girsu (mod. Tello),,2
P207813,Girsu (mod. Tello),,4
P207814,Girsu (mod. Tello),,9
P207815,Girsu (mod. Tello),,9
P207816,Girsu (mod. Tello),,1
P207817,Girsu (mod. Tello),,10
P207818,Girsu (mod. Tello),,8
P207819,Girsu (mod. Tello),,2
P207820,Girsu (mod. Tello),,2
P207821,Girsu (mod. Tello),,8
P207822,Girsu (mod. Tello),,2
P207823,Girsu (mod. Tello),,9
P207824,Girsu (mod. Tello),,3
P207825,Girsu (mod. Tello),,3
P207826,Girsu (mod. Tello),,9
P207827,Girsu (mod. Tello),,9
P207828,Girsu (mod. Tello),,5
P207829,Girsu (mod. Tello),,4
P207830,Girsu (mod. Tello),,3
P207831,Girsu (mod. Tello),,10
P207832,Girsu (mod. Tello),,10
P207833,Girsu (mod. Tello),,10
P207834,Girsu (mod. Tello),,6
P207835,Girsu (mod. Tello),,9
P207836,Girsu (mod. Tello),,1
P207837,Girsu (mod. Tello),,8
P207838,Girsu (mod. Tello),,6
P207839,Girsu (mod. Tello),,1
P207840,Girsu (mod. Tello),,4
P207841,Girsu (mod. Tello),,2
P207842,Girsu (mod. Tello),,6
P207843,Girsu (mod. Tello),,6
P207844,Girsu (mod. Tello),,8
P207845,Girsu (mod. Tello),,3
P207846,Girsu (mod. Tello),,10
P207847,Girsu (mod. Tello),,4
P207848,Girsu (mod. Tello),,1
P207849,Girsu (mod. Tello),,8
P207850,Girsu (mod. Tello),,8
P207851,Girsu (mod. Tello),,10
P207852,Girsu (mod. Tello),,7
P207853,Girsu (mod. Tello),,5
P207855,Girsu (mod. Tello),,2
P207856,Girsu (mod. Tello),,4
P207857,Girsu (mod. Tello),,1
P207858,Girsu (mod. Tello),,9
P207859,Girsu (mod. Tello),,3
P207860,Girsu (mod. Tello),,5
P207861,Girsu (mod. Tello),,9
P207862,Girsu (mod. Tello),,6
P207863,Girsu (mod. Tello),,5
P207864,Girsu (mod. Tello),,6
P207865,Girsu (mod. Tello),,6
P207866,Girsu (mod. Tello),,10
P207867,Girsu (mod. Tello),,1
P207868,Girsu (mod. Tello),,5
P207869,Girsu (mod. Tello),,1
P207870,Girsu (mod. Tello),,3
P207871,Girsu (mod. Tello),,5
P207872,Girsu (mod. Tello),,4
P207873,Girsu (mod. Tello),,1
P207874,Girsu (mod. Tello),,3
P207875,Girsu (mod. Tello),,5
P207876,Girsu (mod. Tello),,5
P207877,Girsu (mod. Tello),,8
P207878,Girsu (mod. Tello),,10
P207879,Girsu (mod. Tello),,7
P207880,Girsu (mod. Tello),,6
P207881,Girsu (mod. Tello),,1
P207882,Girsu (mod. Tello),,3
P207883,Girsu (mod. Tello),,4
P207884,Girsu (mod. Tello),,9
P207885,Girsu (mod. Tello),,2
P207886,Girsu (mod. Tello),,2
P207887,Girsu (mod. Tello),,5
P207888,Girsu (mod. Tello),,5
P207889,Girsu (mod. Tello),,8
P207890,Girsu (mod. Tello),,9
P207891,Girsu (mod. Tello),,9
P207892,Girsu (mod. Tello),,7
P207893,Girsu (mod. Tello),,10
P207894,Girsu (mod. Tello),,2
P207895,Girsu (mod. Tello),,9
P207896,Girsu (mod. Tello),,5
P207897,Girsu (mod. Tello),,6
P207898,Girsu (mod. Tello),,8
P207899,Girsu (mod. Tello),,9
P207900,Girsu (mod. Tello),,2
P207901,Girsu (mod. Tello),,4
P207902,Girsu (mod. Tello),,1
P207903,Girsu (mod. Tello),,4
P207904,Girsu (mod. Tello),,1
P207905,Girsu (mod. Tello),,3
P207906,Girsu (mod. Tello),,4
P207907,Girsu (mod. Tello),,9
P207908,Girsu (mod. Tello),,10
P207909,Girsu (mod. Tello),,6
P207910,Girsu (mod. Tello),,6
P207911,Girsu (mod. Tello),,7
P207912,Girsu (mod. Tello),,3
P207913,Girsu (mod. Tello),,5
P207914,Girsu (mod. Tello),,6
P207915,Girsu (mod. Tello),,9
P207916,Girsu (mod. Tello),,4
P207917,Girsu (mod. Tello),,6
P207918,Girsu (mod. Tello),,9
P207919,Girsu (mod. Tello),,3
P207920,Girsu (mod. Tello),,5
P207921,Girsu (mod. Tello),,1
P207922,Girsu (mod. Tello),,3
P207923,Girsu (mod. Tello),,9
P207924,Girsu (mod. Tello),,4
P207925,Girsu (mod. Tello),,3
P207926,Girsu (mod. Tello),,8
P207927,Girsu (mod. Tello),,4
P207928,Girsu (mod. Tello),,10
P207929,Girsu (mod. Tello),,7
P207930,Girsu (mod. Tello),,2
P207931,Girsu (mod. Tello),,7
P207932,Girsu (mod. Tello),,10
P207933,Girsu (mod. Tello),,10
P207934,Girsu (mod. Tello),,6
P207935,Girsu (mod. Tello),,10
P207936,Girsu (mod. Tello),,5
P207937,Girsu (mod. Tello),,9
P207938,Girsu (mod. Tello),,2
P207939,Girsu (mod. Tello),,5
P207940,Girsu (mod. Tello),,6
P207941,Girsu (mod. Tello),,2
P207942,Girsu (mod. Tello),,1
P207943,Girsu (mod. Tello),,10
P207944,Girsu (mod. Tello),,2
P207945,Girsu (mod. Tello),,3
P207946,Girsu (mod. Tello),,10
P207947,Girsu (mod. Tello),,4
P207948,Girsu (mod. Tello),,9
P207949,Girsu (mod. Tello),,10
P207950,Girsu (mod. Tello),,3
P207951,Girsu (mod. Tello),,3
P207952,Girsu (mod. Tello),,4
P207953,Girsu (mod. Tello),,1
P207954,Girsu (mod. Tello),,5
P207955,Girsu (mod. Tello),,7
P207956,Girsu (mod. Tello),,3
P207957,Girsu (mod. Tello),,7
P207958,Girsu (mod. Tello),,5
P207959,Girsu (mod. Tello),,8
P207960,Girsu (mod. Tello),,1
P207961,Girsu (mod. Tello),,8
P207962,Girsu (mod. Tello),,5
P207963,Girsu (mod. Tello),,7
P207964,Girsu (mod. Tello),,3
P207965,Girsu (mod. Tello),,10
P207966,Girsu (mod. Tello),,9
P207967,Girsu (mod. Tello),,8
P207968,Girsu (mod. Tello),,1
P207969,Girsu (mod. Tello),,9
P207970,Girsu (mod. Tello),,2
P207971,Girsu (mod. Tello),,6
P207972,Girsu (mod. Tello),,9
P207973,Girsu (mod. Tello),,10
P207974,Girsu (mod. Tello),,1
P207975,Girsu (mod. Tello),,4
P207976,Girsu (mod. Tello),,5
P207977,Girsu (mod. Tello),,7
P207978,Girsu (mod. Tello),,3
P207979,Girsu (mod. Tello),,2
P207980,Girsu (mod. Tello),,4
P207981,Girsu (mod. Tello),,9
P207982,Girsu (mod. Tello),,3
P207983,Girsu (mod. Tello),,3
P207984,Girsu (mod. Tello),,2
P207985,Girsu (mod. Tello),,4
P207986,Girsu (mod. Tello),,1
P207987,Girsu (mod. Tello),,8
P207988,Girsu (mod. Tello),,2
P207989,Girsu (mod. Tello),,3
P207990,Girsu (mod. Tello),,6
P207991,Girsu (mod. Tello),,3
P207992,Girsu (mod. Tello),,10
P207993,Girsu (mod. Tello),,8
P207994,Girsu (mod. Tello),,4
P207995,Girsu (mod. Tello),,9
P207996,Girsu (mod. Tello),,10
P207997,Girsu (mod. Tello),,8
P207998,Girsu (mod. Tello),,6
P207999,Girsu (mod. Tello),,9
P208000,Girsu (mod. Tello),,4
P208001,Girsu (mod. Tello),,6
P208002,Girsu (mod. Tello),,2
P208003,Girsu (mod. Tello),,7
P208004,Girsu (mod. Tello),,1
P208005,Girsu (mod. Tello),,6
P208006,Girsu (mod. Tello),,1
P208007,Girsu (mod. Tello),,8
P208008,Girsu (mod. Tello),,4
P208009,Girsu (mod. Tello),,4
P208010,Girsu (mod. Tello),,7
P208011,Girsu (mod. Tello),,1
P208012,Girsu (mod. Tello),,5
P208013,Girsu (mod. Tello),,7
P208014,Girsu (mod. Tello),,9
P208015,Girsu (mod. Tello),,3
P208016,Girsu (mod. Tello),,5
P208017,Girsu (mod. Tello),,6
P208018,Girsu (mod. Tello),,5
P208019,Girsu (mod. Tello),,10
P208020,Girsu (mod. Tello),,1
P208021,Girsu (mod. Tello),,6
P208022,Girsu (mod. Tello),,9
P208023,Girsu (mod. Tello),,3
P208024,Girsu (mod. Tello),,7
P208025,Girsu (mod. Tello),,6
P208026,Girsu (mod. Tello),,5
P208027,Girsu (mod. Tello),,5
P208028,Girsu (mod. Tello),,6
P208029,Girsu (mod. Tello),,7
P208030,Girsu (mod. Tello),,1
P208031,Girsu (mod. Tello),,8
P208032,Girsu (mod. Tello),,2
P208033,Girsu (mod. Tello),,6
P208034,Girsu (mod. Tello),,4
P208035,Girsu (mod. Tello),,1
P208036,Girsu (mod. Tello),,4
P208037,Girsu (mod. Tello),,1
P208038,Girsu (mod. Tello),,1
P208039,Girsu (mod. Tello),,3
P208040,Girsu (mod. Tello),,3
P208041,Girsu (mod. Tello),,5
P208042,Girsu (mod. Tello),,6
P208043,Girsu (mod. Tello),,7
P208044,Girsu (mod. Tello),,6
P208045,Girsu (mod. Tello),,9
P208046,Girsu (mod. Tello),,6
P208047,Girsu (mod. Tello),,7
P208048,Girsu (mod. Tello),,6
P208049,Girsu (mod. Tello),,2
P208050,Girsu (mod. Tello),,10
P208051,Girsu (mod. Tello),,6
P208052,Girsu (mod. Tello),,6
P208053,Girsu (mod. Tello),,7
P208054,Girsu (mod. Tello),,10
P208055,Girsu (mod. Tello),,10
P208056,Girsu (mod. Tello),,6
P208057,Girsu (mod. Tello),,5
P208058,Girsu (mod. Tello),,5
P208059,Girsu (mod. Tello),,4
P208060,Girsu (mod. Tello),,2
P208061,Girsu (mod. Tello),,2
P208062,Girsu (mod. Tello),,7
P208063,Girsu (mod. Tello),,2
P208064,Girsu (mod. Tello),,2
P208065,Girsu (mod. Tello),,4
P208066,Girsu (mod. Tello),,8
P208067,Girsu (mod. Tello),,2
P208068,Girsu (mod. Tello),,6
P208069,Girsu (mod. Tello),,9
P208070,Girsu (mod. Tello),,9
P208071,Girsu (mod. Tello),,10
P208072,Girsu (mod. Tello),,7
P208073,Girsu (mod. Tello),,6
P208074,Girsu (mod. Tello),,5
P208075,Girsu (mod. Tello),,9
P208076,Girsu (mod. Tello),,8
P208077,Girsu (mod. Tello),,10
P208078,Girsu (mod. Tello),,3
P208079,Girsu (mod. Tello),,2
P208080,Girsu (mod. Tello),,3
P208081,Girsu (mod. Tello),,6
P208082,Girsu (mod. Tello),,3
P208083,Girsu (mod. Tello),,10
P208084,Girsu (mod. Tello),,10
P208085,Girsu (mod. Tello),,9
P208086,Girsu (mod. Tello),,2
P208087,Girsu (mod. Tello),,6
P208088,Girsu (mod. Tello),,1
P208089,Girsu (mod. Tello),,7
P208090,Girsu (mod. Tello),,6
P208091,Girsu (mod. Tello),,1
P208092,Girsu (mod. Tello),,8
P208093,Girsu (mod. Tello),,5
P208094,Girsu (mod. Tello),,3
P208095,Girsu (mod. Tello),,1
P208096,Girsu (mod. Tello),,6
P208097,Girsu (mod. Tello),,6
P208098,Girsu (mod. Tello),,1
P208099,Girsu (mod. Tello),,1
P208100,Girsu (mod. Tello),,2
P208101,Girsu (mod. Tello),,6
P208102,Girsu (mod. Tello),,6
P208103,Girsu (mod. Tello),,3
P208104,Girsu (mod. Tello),,1
P208105,Girsu (mod. Tello),,3
P208106,Girsu (mod. Tello),,3
P208107,Girsu (mod. Tello),,8
P208108,Girsu (mod. Tello),,8
P208109,Girsu (mod. Tello),,9
P208110,Girsu (mod. Tello),,1
P208111,Girsu (mod. Tello),,4
P208112,Girsu (mod. Tello),,10
P208113,Girsu (mod. Tello),,4
P208114,Girsu (mod. Tello),,9
P208115,Girsu (mod. Tello),,4
P208116,Girsu (mod. Tello),,10
P208117,Girsu (mod. Tello),,3
P208118,Girsu (mod. Tello),,4
P208119,Girsu (mod. Tello),,2
P208120,Girsu (mod. Tello),,9
P208121,Girsu (mod. Tello),,1
P208122,Girsu (mod. Tello),,10
P208123,Girsu (mod. Tello),,8
P208124,Girsu (mod. Tello),,1
P208125,Girsu (mod. Tello),,8
P208126,Girsu (mod. Tello),,7
P208127,Girsu (mod. Tello),,5
P208128,Girsu (mod. Tello),,6
P208129,Girsu (mod. Tello),,7
P208130,Girsu (mod. Tello),,3
P208131,Girsu (mod. Tello),,3
P208132,Girsu (mod. Tello),,1
P208133,Girsu (mod. Tello),,6
P208134,Girsu (mod. Tello),,5
P208135,Girsu (mod. Tello),,10
P208136,Girsu (mod. Tello),,3
P208137,Girsu (mod. Tello),,3
P208138,Girsu (mod. Tello),,10
P208139,Girsu (mod. Tello),,8
P208140,Girsu (mod. Tello),,5
P208141,Girsu (mod. Tello),,2
P208142,Girsu (mod. Tello),,3
P208143,Girsu (mod. Tello),,6
P208144,Girsu (mod. Tello),,1
P208145,Girsu (mod. Tello),,1
P208146,Girsu (mod. Tello),,5
P208147,Girsu (mod. Tello),,4
P208148,Girsu (mod. Tello),,5
P208149,Girsu (mod. Tello),,5
P208150,Girsu (mod. Tello),,7
P208151,Girsu (mod. Tello),,6
P208152,Girsu (mod. Tello),,1
P208153,Girsu (mod. Tello),,2
P208154,Girsu (mod. Tello),,5
P208155,Girsu (mod. Tello),,10
P208156,Girsu (mod. Tello),,6
P208157,Girsu (mod. Tello),,1
P208158,Girsu (mod. Tello),,10
P208159,Girsu (mod. Tello),,5
P208160,Girsu (mod. Tello),,2
P208161,Girsu (mod. Tello),,2
P208162,Girsu (mod. Tello),,8
P208163,Girsu (mod. Tello),,2
P208164,Girsu (mod. Tello),,4
P208165,Girsu (mod. Tello),,7
P208166,Girsu (mod. Tello),,9
P208167,Girsu (mod. Tello),,5
P208168,Girsu (mod. Tello),,7
P208169,Girsu (mod. Tello),,7
P208170,Girsu (mod. Tello),,6
P208171,Girsu (mod. Tello),,8
P208172,Girsu (mod. Tello),,5
P208173,Girsu (mod. Tello),,8
P208174,Girsu (mod. Tello),,9
P208175,Girsu (mod. Tello),,4
P208176,Girsu (mod. Tello),,9
P208177,Girsu (mod. Tello),,8
P208178,Girsu (mod. Tello),,1
P208179,Girsu (mod. Tello),,3
P208180,Girsu (mod. Tello),,8
P208181,Girsu (mod. Tello),,5
P208182,Girsu (mod. Tello),,9
P208183,Girsu (mod. Tello),,5
P208184,Girsu (mod. Tello),,4
P208185,Girsu (mod. Tello),,5
P208186,Girsu (mod. Tello),,4
P208187,Girsu (mod. Tello),,2
P208188,Girsu (mod. Tello),,8
P208189,Girsu (mod. Tello),,4
P208190,Girsu (mod. Tello),,8
P208191,0,,8
P208192,Girsu (mod. Tello),,6
P208193,Girsu (mod. Tello),,9
P208194,Girsu (mod. Tello),,8
P208195,Girsu (mod. Tello),,7
P208196,Girsu (mod. Tello),,5
P208197,Girsu (mod. Tello),,8
P208198,Girsu (mod. Tello),,8
P208199,Girsu (mod. Tello),,8
P208200,Girsu (mod. Tello),,3
P208201,Girsu (mod. Tello),,9
P208202,Girsu (mod. Tello),,7
P208203,Girsu (mod. Tello),,2
P208204,Girsu (mod. Tello),,4
P208205,Girsu (mod. Tello),,10
P208206,Girsu (mod. Tello),,4
P208207,Girsu (mod. Tello),,3
P208208,Girsu (mod. Tello),,9
P208209,Girsu (mod. Tello),,7
P208210,Girsu (mod. Tello),,4
P208211,Girsu (mod. Tello),,4
P208212,Girsu (mod. Tello),,9
P208213,Girsu (mod. Tello),,5
P208214,Girsu (mod. Tello),,2
P208215,Girsu (mod. Tello),,5
P208216,Girsu (mod. Tello),,7
P208217,Girsu (mod. Tello),,1
P208218,Girsu (mod. Tello),,8
P208219,Girsu (mod. Tello),,7
P208220,Girsu (mod. Tello),,10
P208221,Girsu (mod. Tello),,7
P208222,Girsu (mod. Tello),,7
P208223,Girsu (mod. Tello),,4
P208224,Girsu (mod. Tello),,6
P208225,Girsu (mod. Tello),,4
P208226,Girsu (mod. Tello),,5
P208227,Girsu (mod. Tello),,2
P208228,Girsu (mod. Tello),,4
P208229,Girsu (mod. Tello),,7
P208230,Girsu (mod. Tello),,9
P208231,Girsu (mod. Tello),,9
P208232,Girsu (mod. Tello),,9
P208233,Girsu (mod. Tello),,8
P208234,Girsu (mod. Tello),,1
P208235,Girsu (mod. Tello),,6
P208236,Girsu (mod. Tello),,4
P208237,Girsu (mod. Tello),,5
P208238,Girsu (mod. Tello),,8
P208239,Girsu (mod. Tello),,5
P208240,Girsu (mod. Tello),,9
P208241,Girsu (mod. Tello),,7
P208242,Girsu (mod. Tello),,7
P208243,Girsu (mod. Tello),,2
P208244,Girsu (mod. Tello),,2
P208245,Girsu (mod. Tello),,4
P208246,Girsu (mod. Tello),,6
P208247,Girsu (mod. Tello),,4
P208248,Girsu (mod. Tello),,8
P208249,Girsu (mod. Tello),,5
P208250,Girsu (mod. Tello),,6
P208251,Girsu (mod. Tello),,6
P208252,Girsu (mod. Tello),,10
P208253,Girsu (mod. Tello),,4
P208254,Girsu (mod. Tello),,7
P208255,Girsu (mod. Tello),,1
P208256,Girsu (mod. Tello),,2
P208257,Girsu (mod. Tello),,5
P208258,Girsu (mod. Tello),,5
P208259,Girsu (mod. Tello),,10
P208260,Girsu (mod. Tello),,6
P208261,Girsu (mod. Tello),,3
P208262,Girsu (mod. Tello),,10
P208263,Girsu (mod. Tello),,1
P208264,Girsu (mod. Tello),,3
P208265,Girsu (mod. Tello),,9
P208266,Girsu (mod. Tello),,8
P208267,Girsu (mod. Tello),,2
P208268,Girsu (mod. Tello),,9
P208269,Girsu (mod. Tello),,4
P208270,Girsu (mod. Tello),,10
P208271,Girsu (mod. Tello),,3
P208272,Girsu (mod. Tello),,9
P208273,Girsu (mod. Tello),,7
P208274,Girsu (mod. Tello),,9
P208275,Girsu (mod. Tello),,1
P208276,Girsu (mod. Tello),,9
P208277,Girsu (mod. Tello),,6
P208278,Girsu (mod. Tello),,2
P208279,Girsu (mod. Tello),,6
P208280,Girsu (mod. Tello),,2
P208281,Girsu (mod. Tello),,5
P208282,Girsu (mod. Tello),,6
P208283,Girsu (mod. Tello),,5
P208284,Girsu (mod. Tello),,5
P208285,Girsu (mod. Tello),,9
P208286,Girsu (mod. Tello),,1
P208287,Girsu (mod. Tello),,4
P208288,Girsu (mod. Tello),,6
P208289,Girsu (mod. Tello),,9
P208290,Girsu (mod. Tello),,1
P208291,Girsu (mod. Tello),,7
P208292,Girsu (mod. Tello),,9
P208293,Girsu (mod. Tello),,3
P208294,Girsu (mod. Tello),,4
P208295,Girsu (mod. Tello),,6
P208296,Girsu (mod. Tello),,7
P208297,Girsu (mod. Tello),,7
P208298,Girsu (mod. Tello),,1
P208299,Girsu (mod. Tello),,2
P208300,Girsu (mod. Tello),,9
P208301,Girsu (mod. Tello),,2
P208302,Girsu (mod. Tello),,6
P208303,Girsu (mod. Tello),,9
P208304,Girsu (mod. Tello),,1
P208305,Girsu (mod. Tello),,5
P208306,Girsu (mod. Tello),,4
P208307,Girsu (mod. Tello),,2
P208308,Girsu (mod. Tello),,7
P208309,Girsu (mod. Tello),,8
P208310,Girsu (mod. Tello),,6
P208311,Girsu (mod. Tello),,7
P208312,Umma (mod. Tell Jokha),,8
P208313,Girsu (mod. Tello),,2
P208314,Girsu (mod. Tello),,8
P208315,Girsu (mod. Tello),,8
P208316,Girsu (mod. Tello),,4
P208317,Girsu (mod. Tello),,9
P208318,Girsu (mod. Tello),,10
P208319,Girsu (mod. Tello),,4
P208320,Girsu (mod. Tello),,9
P208321,Girsu (mod. Tello),,6
P208322,Girsu (mod. Tello),,4
P208323,Girsu (mod. Tello),,3
P208324,Girsu (mod. Tello),,3
P208325,Girsu (mod. Tello),,5
P208326,Girsu (mod. Tello),,7
P208327,Girsu (mod. Tello),,4
P208328,Girsu (mod. Tello),,3
P208329,Girsu (mod. Tello),,7
P208330,Girsu (mod. Tello),,2
P208331,Girsu (mod. Tello),,4
P208332,Girsu (mod. Tello),,6
P208333,Girsu (mod. Tello),,8
P208334,Girsu (mod. Tello),,5
P208335,Girsu (mod. Tello),,4
P208336,Girsu (mod. Tello),,3
P208337,Girsu (mod. Tello),,8
P208338,Girsu (mod. Tello),,2
P208339,Girsu (mod. Tello),,2
P208340,Girsu (mod. Tello),,1
P208341,Girsu (mod. Tello),,8
P208342,Girsu (mod. Tello),,9
P208343,Girsu (mod. Tello),,7
P208344,Girsu (mod. Tello),,7
P208345,Girsu (mod. Tello),,9
P208346,Girsu (mod. Tello),,8
P208347,Girsu (mod. Tello),,8
P208348,Girsu (mod. Tello),,7
P208349,Girsu (mod. Tello),,8
P208350,Girsu (mod. Tello),,3
P208351,Girsu (mod. Tello),,3
P208352,Girsu (mod. Tello),,2
P208353,Girsu (mod. Tello),,7
P208354,Girsu (mod. Tello),,3
P208355,Girsu (mod. Tello),,7
P208356,Girsu (mod. Tello),,8
P208357,Girsu (mod. Tello),,4
P208358,Girsu (mod. Tello),,2
P208359,Girsu (mod. Tello),,2
P208360,Girsu (mod. Tello),,2
P208361,Girsu (mod. Tello),,5
P208362,Girsu (mod. Tello),,3
P208363,Girsu (mod. Tello),,7
P208364,Girsu (mod. Tello),,4
P208365,Girsu (mod. Tello),,1
P208366,Girsu (mod. Tello),,5
P208367,Girsu (mod. Tello),,8
